originregion_name,destinationregion_name,origin_name,destination_name,countryflow_2016
NorthAmerica,SouthAsia,Canada,India,0
NorthAmerica,SouthAsia,Canada,Iran,0
NorthAmerica,SouthAsia,Canada,Sri Lanka,0
NorthAmerica,SouthAsia,Canada,other South Asia,0
NorthAmerica,SouthAsia,Canada,Pakistan,0
NorthAmerica,SouthAsia,United States,Afghanistan,0
NorthAmerica,SouthAsia,United States,Bangladesh,0
NorthAmerica,SouthAsia,United States,India,0
NorthAmerica,SouthAsia,United States,Iran,0
NorthAmerica,SouthAsia,United States,Sri Lanka,0
NorthAmerica,SouthAsia,United States,other South Asia,0
NorthAmerica,SouthAsia,United States,Pakistan,0
NorthAmerica,EastAsia,Canada,China,0
NorthAmerica,EastAsia,Canada,Hong Kong,0
NorthAmerica,EastAsia,Canada,Japan,0
NorthAmerica,EastAsia,Canada,South Korea,0
NorthAmerica,EastAsia,Canada,other East Asia,0
NorthAmerica,EastAsia,United States,China,0
NorthAmerica,EastAsia,United States,Hong Kong,0
NorthAmerica,EastAsia,United States,Japan,0
NorthAmerica,EastAsia,United States,South Korea,0
NorthAmerica,EastAsia,United States,other East Asia,0
NorthAmerica,SoutheastAsia,Canada,Indonesia,0
NorthAmerica,SoutheastAsia,Canada,Myanmar,0
NorthAmerica,SoutheastAsia,Canada,Malaysia,0
NorthAmerica,SoutheastAsia,Canada,other Southeast Asia,0
NorthAmerica,SoutheastAsia,Canada,Philippines,0
NorthAmerica,SoutheastAsia,Canada,Singapore,0
NorthAmerica,SoutheastAsia,Canada,Thailand,0
NorthAmerica,SoutheastAsia,Canada,Vietnam,0
NorthAmerica,SoutheastAsia,United States,Indonesia,0
NorthAmerica,SoutheastAsia,United States,Myanmar,0
NorthAmerica,SoutheastAsia,United States,Malaysia,0
NorthAmerica,SoutheastAsia,United States,other Southeast Asia,0
NorthAmerica,SoutheastAsia,United States,Philippines,0
NorthAmerica,SoutheastAsia,United States,Singapore,0
NorthAmerica,SoutheastAsia,United States,Thailand,0
NorthAmerica,SoutheastAsia,United States,Vietnam,0
NorthAmerica,Oceania,Canada,Australia,0
NorthAmerica,Oceania,Canada,other Oceania,0
NorthAmerica,Oceania,United States,Australia,0
NorthAmerica,Oceania,United States,other Oceania,0
NorthAmerica,stateless,Canada,stateless,0
NorthAmerica,stateless,United States,stateless,0
NorthAmerica,LatinAmerica,Canada,Argentina,0
NorthAmerica,LatinAmerica,Canada,Brazil,0
NorthAmerica,LatinAmerica,Canada,Colombia,0
NorthAmerica,LatinAmerica,Canada,Ecuador,0
NorthAmerica,LatinAmerica,Canada,Guatemala,0
NorthAmerica,LatinAmerica,Canada,Honduras,0
NorthAmerica,LatinAmerica,Canada,Mexico,0
NorthAmerica,LatinAmerica,Canada,other Latin America,0
NorthAmerica,LatinAmerica,Canada,Peru,0
NorthAmerica,LatinAmerica,Canada,El Salvador,0
NorthAmerica,LatinAmerica,Canada,Venezuela,0
NorthAmerica,LatinAmerica,United States,Argentina,0
NorthAmerica,LatinAmerica,United States,Brazil,0
NorthAmerica,LatinAmerica,United States,Colombia,0
NorthAmerica,LatinAmerica,United States,Ecuador,0
NorthAmerica,LatinAmerica,United States,Guatemala,0
NorthAmerica,LatinAmerica,United States,Honduras,0
NorthAmerica,LatinAmerica,United States,Mexico,0
NorthAmerica,LatinAmerica,United States,other Latin America,0
NorthAmerica,LatinAmerica,United States,Peru,0
NorthAmerica,LatinAmerica,United States,El Salvador,0
NorthAmerica,LatinAmerica,United States,Venezuela,0
Africa,NorthAmerica,Burundi,Canada,2074
Africa,NorthAmerica,Burundi,United States,0
Africa,NorthAmerica,Burkina Faso,Canada,0
Africa,NorthAmerica,Burkina Faso,United States,0
Africa,NorthAmerica,Central African Republic,Canada,0
Africa,NorthAmerica,Central African Republic,United States,0
Africa,NorthAmerica,Ivory Coast,Canada,0
Africa,NorthAmerica,Ivory Coast,United States,1574
Africa,NorthAmerica,Cameroon,Canada,1103
Africa,NorthAmerica,Cameroon,United States,4530
Africa,NorthAmerica,DR Congo,Canada,3316
Africa,NorthAmerica,DR Congo,United States,0
Africa,NorthAmerica,Algeria,Canada,0
Africa,NorthAmerica,Algeria,United States,0
Africa,NorthAmerica,Egypt,Canada,0
Africa,NorthAmerica,Egypt,United States,10852
Africa,NorthAmerica,Eritrea,Canada,1811
Africa,NorthAmerica,Eritrea,United States,4085
Africa,NorthAmerica,Western Sahara,Canada,0
Africa,NorthAmerica,Western Sahara,United States,0
Africa,NorthAmerica,Ethiopia,Canada,2047
Africa,NorthAmerica,Ethiopia,United States,10566
Africa,NorthAmerica,Kenya,Canada,0
Africa,NorthAmerica,Kenya,United States,2258
Africa,NorthAmerica,Morocco,Canada,0
Africa,NorthAmerica,Morocco,United States,0
Africa,NorthAmerica,Mali,Canada,0
Africa,NorthAmerica,Mali,United States,1239
Africa,NorthAmerica,Mozambique,Canada,0
Africa,NorthAmerica,Mozambique,United States,0
Africa,NorthAmerica,Mauritania,Canada,0
Africa,NorthAmerica,Mauritania,United States,1174
Africa,NorthAmerica,Niger,Canada,0
Africa,NorthAmerica,Niger,United States,0
Africa,NorthAmerica,Nigeria,Canada,4502
Africa,NorthAmerica,Nigeria,United States,0
Africa,NorthAmerica,other Africa,Canada,0
Africa,NorthAmerica,other Africa,United States,6843
Africa,NorthAmerica,Rwanda,Canada,1620
Africa,NorthAmerica,Rwanda,United States,1048
Africa,NorthAmerica,Sudan,Canada,0
Africa,NorthAmerica,Sudan,United States,1362
Africa,NorthAmerica,Somalia,Canada,2531
Africa,NorthAmerica,Somalia,United States,2313
Africa,NorthAmerica,South Sudan,Canada,0
Africa,NorthAmerica,South Sudan,United States,0
Africa,NorthAmerica,Chad,Canada,0
Africa,NorthAmerica,Chad,United States,0
Africa,NorthAmerica,Tanzania,Canada,0
Africa,NorthAmerica,Tanzania,United States,0
Africa,NorthAmerica,Uganda,Canada,0
Africa,NorthAmerica,Uganda,United States,1231
Africa,NorthAmerica,South Africa,Canada,0
Africa,NorthAmerica,South Africa,United States,0
Africa,NorthAmerica,Zimbabwe,Canada,2368
Africa,NorthAmerica,Zimbabwe,United States,1316
Africa,Africa,Burundi,Burundi,0
Africa,Africa,Burundi,Burkina Faso,0
Africa,Africa,Burundi,Central African Republic,0
Africa,Africa,Burundi,Ivory Coast,0
Africa,Africa,Burundi,Cameroon,0
Africa,Africa,Burundi,DR Congo,23163
Africa,Africa,Burundi,Algeria,0
Africa,Africa,Burundi,Egypt,0
Africa,Africa,Burundi,Eritrea,0
Africa,Africa,Burundi,Western Sahara,0
Africa,Africa,Burundi,Ethiopia,0
Africa,Africa,Burundi,Kenya,0
Africa,Africa,Burundi,Morocco,0
Africa,Africa,Burundi,Mali,0
Africa,Africa,Burundi,Mozambique,1119
Africa,Africa,Burundi,Mauritania,0
Africa,Africa,Burundi,Niger,0
Africa,Africa,Burundi,Nigeria,0
Africa,Africa,Burundi,other Africa,4410
Africa,Africa,Burundi,Rwanda,70848
Africa,Africa,Burundi,Sudan,0
Africa,Africa,Burundi,Somalia,0
Africa,Africa,Burundi,South Sudan,0
Africa,Africa,Burundi,Chad,0
Africa,Africa,Burundi,Tanzania,155755
Africa,Africa,Burundi,Uganda,26256
Africa,Africa,Burundi,South Africa,3819
Africa,Africa,Burundi,Zimbabwe,0
Africa,Africa,Burkina Faso,Burundi,0
Africa,Africa,Burkina Faso,Burkina Faso,0
Africa,Africa,Burkina Faso,Central African Republic,0
Africa,Africa,Burkina Faso,Ivory Coast,0
Africa,Africa,Burkina Faso,Cameroon,0
Africa,Africa,Burkina Faso,DR Congo,0
Africa,Africa,Burkina Faso,Algeria,0
Africa,Africa,Burkina Faso,Egypt,0
Africa,Africa,Burkina Faso,Eritrea,0
Africa,Africa,Burkina Faso,Western Sahara,0
Africa,Africa,Burkina Faso,Ethiopia,0
Africa,Africa,Burkina Faso,Kenya,0
Africa,Africa,Burkina Faso,Morocco,0
Africa,Africa,Burkina Faso,Mali,0
Africa,Africa,Burkina Faso,Mozambique,0
Africa,Africa,Burkina Faso,Mauritania,0
Africa,Africa,Burkina Faso,Niger,0
Africa,Africa,Burkina Faso,Nigeria,0
Africa,Africa,Burkina Faso,other Africa,0
Africa,Africa,Burkina Faso,Rwanda,0
Africa,Africa,Burkina Faso,Sudan,0
Africa,Africa,Burkina Faso,Somalia,0
Africa,Africa,Burkina Faso,South Sudan,0
Africa,Africa,Burkina Faso,Chad,0
Africa,Africa,Burkina Faso,Tanzania,0
Africa,Africa,Burkina Faso,Uganda,0
Africa,Africa,Burkina Faso,South Africa,0
Africa,Africa,Burkina Faso,Zimbabwe,0
Africa,Africa,Central African Republic,Burundi,0
Africa,Africa,Central African Republic,Burkina Faso,0
Africa,Africa,Central African Republic,Central African Republic,0
Africa,Africa,Central African Republic,Ivory Coast,0
Africa,Africa,Central African Republic,Cameroon,267463
Africa,Africa,Central African Republic,DR Congo,107929
Africa,Africa,Central African Republic,Algeria,0
Africa,Africa,Central African Republic,Egypt,0
Africa,Africa,Central African Republic,Eritrea,0
Africa,Africa,Central African Republic,Western Sahara,0
Africa,Africa,Central African Republic,Ethiopia,0
Africa,Africa,Central African Republic,Kenya,0
Africa,Africa,Central African Republic,Morocco,0
Africa,Africa,Central African Republic,Mali,0
Africa,Africa,Central African Republic,Mozambique,0
Africa,Africa,Central African Republic,Mauritania,0
Africa,Africa,Central African Republic,Niger,0
Africa,Africa,Central African Republic,Nigeria,0
Africa,Africa,Central African Republic,other Africa,23664
Africa,Africa,Central African Republic,Rwanda,0
Africa,Africa,Central African Republic,Sudan,1439
Africa,Africa,Central African Republic,Somalia,0
Africa,Africa,Central African Republic,South Sudan,1882
Africa,Africa,Central African Republic,Chad,63397
Africa,Africa,Central African Republic,Tanzania,0
Africa,Africa,Central African Republic,Uganda,0
Africa,Africa,Central African Republic,South Africa,0
Africa,Africa,Central African Republic,Zimbabwe,0
Africa,Africa,Ivory Coast,Burundi,0
Africa,Africa,Ivory Coast,Burkina Faso,0
Africa,Africa,Ivory Coast,Central African Republic,0
Africa,Africa,Ivory Coast,Ivory Coast,0
Africa,Africa,Ivory Coast,Cameroon,0
Africa,Africa,Ivory Coast,DR Congo,0
Africa,Africa,Ivory Coast,Algeria,0
Africa,Africa,Ivory Coast,Egypt,0
Africa,Africa,Ivory Coast,Eritrea,0
Africa,Africa,Ivory Coast,Western Sahara,0
Africa,Africa,Ivory Coast,Ethiopia,0
Africa,Africa,Ivory Coast,Kenya,0
Africa,Africa,Ivory Coast,Morocco,0
Africa,Africa,Ivory Coast,Mali,0
Africa,Africa,Ivory Coast,Mozambique,0
Africa,Africa,Ivory Coast,Mauritania,0
Africa,Africa,Ivory Coast,Niger,0
Africa,Africa,Ivory Coast,Nigeria,0
Africa,Africa,Ivory Coast,other Africa,56032
Africa,Africa,Ivory Coast,Rwanda,0
Africa,Africa,Ivory Coast,Sudan,0
Africa,Africa,Ivory Coast,Somalia,0
Africa,Africa,Ivory Coast,South Sudan,0
Africa,Africa,Ivory Coast,Chad,0
Africa,Africa,Ivory Coast,Tanzania,0
Africa,Africa,Ivory Coast,Uganda,0
Africa,Africa,Ivory Coast,South Africa,0
Africa,Africa,Ivory Coast,Zimbabwe,0
Africa,Africa,Cameroon,Burundi,0
Africa,Africa,Cameroon,Burkina Faso,0
Africa,Africa,Cameroon,Central African Republic,0
Africa,Africa,Cameroon,Ivory Coast,0
Africa,Africa,Cameroon,Cameroon,0
Africa,Africa,Cameroon,DR Congo,0
Africa,Africa,Cameroon,Algeria,0
Africa,Africa,Cameroon,Egypt,0
Africa,Africa,Cameroon,Eritrea,0
Africa,Africa,Cameroon,Western Sahara,0
Africa,Africa,Cameroon,Ethiopia,0
Africa,Africa,Cameroon,Kenya,0
Africa,Africa,Cameroon,Morocco,0
Africa,Africa,Cameroon,Mali,0
Africa,Africa,Cameroon,Mozambique,0
Africa,Africa,Cameroon,Mauritania,0
Africa,Africa,Cameroon,Niger,0
Africa,Africa,Cameroon,Nigeria,0
Africa,Africa,Cameroon,other Africa,0
Africa,Africa,Cameroon,Rwanda,0
Africa,Africa,Cameroon,Sudan,0
Africa,Africa,Cameroon,Somalia,0
Africa,Africa,Cameroon,South Sudan,0
Africa,Africa,Cameroon,Chad,0
Africa,Africa,Cameroon,Tanzania,0
Africa,Africa,Cameroon,Uganda,0
Africa,Africa,Cameroon,South Africa,0
Africa,Africa,Cameroon,Zimbabwe,0
Africa,Africa,DR Congo,Burundi,53029
Africa,Africa,DR Congo,Burkina Faso,0
Africa,Africa,DR Congo,Central African Republic,4798
Africa,Africa,DR Congo,Ivory Coast,0
Africa,Africa,DR Congo,Cameroon,0
Africa,Africa,DR Congo,DR Congo,0
Africa,Africa,DR Congo,Algeria,0
Africa,Africa,DR Congo,Egypt,0
Africa,Africa,DR Congo,Eritrea,0
Africa,Africa,DR Congo,Western Sahara,0
Africa,Africa,DR Congo,Ethiopia,0
Africa,Africa,DR Congo,Kenya,12046
Africa,Africa,DR Congo,Morocco,0
Africa,Africa,DR Congo,Mali,0
Africa,Africa,DR Congo,Mozambique,3415
Africa,Africa,DR Congo,Mauritania,0
Africa,Africa,DR Congo,Niger,0
Africa,Africa,DR Congo,Nigeria,0
Africa,Africa,DR Congo,other Africa,51178
Africa,Africa,DR Congo,Rwanda,73864
Africa,Africa,DR Congo,Sudan,0
Africa,Africa,DR Congo,Somalia,0
Africa,Africa,DR Congo,South Sudan,15916
Africa,Africa,DR Congo,Chad,0
Africa,Africa,DR Congo,Tanzania,55803
Africa,Africa,DR Congo,Uganda,201782
Africa,Africa,DR Congo,South Africa,32582
Africa,Africa,DR Congo,Zimbabwe,5414
Africa,Africa,Algeria,Burundi,0
Africa,Africa,Algeria,Burkina Faso,0
Africa,Africa,Algeria,Central African Republic,0
Africa,Africa,Algeria,Ivory Coast,0
Africa,Africa,Algeria,Cameroon,0
Africa,Africa,Algeria,DR Congo,0
Africa,Africa,Algeria,Algeria,0
Africa,Africa,Algeria,Egypt,0
Africa,Africa,Algeria,Eritrea,0
Africa,Africa,Algeria,Western Sahara,0
Africa,Africa,Algeria,Ethiopia,0
Africa,Africa,Algeria,Kenya,0
Africa,Africa,Algeria,Morocco,0
Africa,Africa,Algeria,Mali,0
Africa,Africa,Algeria,Mozambique,0
Africa,Africa,Algeria,Mauritania,0
Africa,Africa,Algeria,Niger,0
Africa,Africa,Algeria,Nigeria,0
Africa,Africa,Algeria,other Africa,0
Africa,Africa,Algeria,Rwanda,0
Africa,Africa,Algeria,Sudan,0
Africa,Africa,Algeria,Somalia,0
Africa,Africa,Algeria,South Sudan,0
Africa,Africa,Algeria,Chad,0
Africa,Africa,Algeria,Tanzania,0
Africa,Africa,Algeria,Uganda,0
Africa,Africa,Algeria,South Africa,0
Africa,Africa,Algeria,Zimbabwe,0
Africa,Africa,Egypt,Burundi,0
Africa,Africa,Egypt,Burkina Faso,0
Africa,Africa,Egypt,Central African Republic,0
Africa,Africa,Egypt,Ivory Coast,0
Africa,Africa,Egypt,Cameroon,0
Africa,Africa,Egypt,DR Congo,0
Africa,Africa,Egypt,Algeria,0
Africa,Africa,Egypt,Egypt,0
Africa,Africa,Egypt,Eritrea,0
Africa,Africa,Egypt,Western Sahara,0
Africa,Africa,Egypt,Ethiopia,0
Africa,Africa,Egypt,Kenya,0
Africa,Africa,Egypt,Morocco,0
Africa,Africa,Egypt,Mali,0
Africa,Africa,Egypt,Mozambique,0
Africa,Africa,Egypt,Mauritania,0
Africa,Africa,Egypt,Niger,0
Africa,Africa,Egypt,Nigeria,0
Africa,Africa,Egypt,other Africa,0
Africa,Africa,Egypt,Rwanda,0
Africa,Africa,Egypt,Sudan,0
Africa,Africa,Egypt,Somalia,0
Africa,Africa,Egypt,South Sudan,0
Africa,Africa,Egypt,Chad,0
Africa,Africa,Egypt,Tanzania,0
Africa,Africa,Egypt,Uganda,0
Africa,Africa,Egypt,South Africa,0
Africa,Africa,Egypt,Zimbabwe,0
Africa,Africa,Eritrea,Burundi,0
Africa,Africa,Eritrea,Burkina Faso,0
Africa,Africa,Eritrea,Central African Republic,0
Africa,Africa,Eritrea,Ivory Coast,0
Africa,Africa,Eritrea,Cameroon,0
Africa,Africa,Eritrea,DR Congo,0
Africa,Africa,Eritrea,Algeria,0
Africa,Africa,Eritrea,Egypt,1405
Africa,Africa,Eritrea,Eritrea,0
Africa,Africa,Eritrea,Western Sahara,0
Africa,Africa,Eritrea,Ethiopia,155231
Africa,Africa,Eritrea,Kenya,1229
Africa,Africa,Eritrea,Morocco,0
Africa,Africa,Eritrea,Mali,0
Africa,Africa,Eritrea,Mozambique,0
Africa,Africa,Eritrea,Mauritania,0
Africa,Africa,Eritrea,Niger,0
Africa,Africa,Eritrea,Nigeria,0
Africa,Africa,Eritrea,other Africa,0
Africa,Africa,Eritrea,Rwanda,0
Africa,Africa,Eritrea,Sudan,98676
Africa,Africa,Eritrea,Somalia,0
Africa,Africa,Eritrea,South Sudan,0
Africa,Africa,Eritrea,Chad,0
Africa,Africa,Eritrea,Tanzania,0
Africa,Africa,Eritrea,Uganda,3401
Africa,Africa,Eritrea,South Africa,2338
Africa,Africa,Eritrea,Zimbabwe,0
Africa,Africa,Western Sahara,Burundi,0
Africa,Africa,Western Sahara,Burkina Faso,0
Africa,Africa,Western Sahara,Central African Republic,0
Africa,Africa,Western Sahara,Ivory Coast,0
Africa,Africa,Western Sahara,Cameroon,0
Africa,Africa,Western Sahara,DR Congo,0
Africa,Africa,Western Sahara,Algeria,90000
Africa,Africa,Western Sahara,Egypt,0
Africa,Africa,Western Sahara,Eritrea,0
Africa,Africa,Western Sahara,Western Sahara,0
Africa,Africa,Western Sahara,Ethiopia,0
Africa,Africa,Western Sahara,Kenya,0
Africa,Africa,Western Sahara,Morocco,0
Africa,Africa,Western Sahara,Mali,0
Africa,Africa,Western Sahara,Mozambique,0
Africa,Africa,Western Sahara,Mauritania,26007
Africa,Africa,Western Sahara,Niger,0
Africa,Africa,Western Sahara,Nigeria,0
Africa,Africa,Western Sahara,other Africa,0
Africa,Africa,Western Sahara,Rwanda,0
Africa,Africa,Western Sahara,Sudan,0
Africa,Africa,Western Sahara,Somalia,0
Africa,Africa,Western Sahara,South Sudan,0
Africa,Africa,Western Sahara,Chad,0
Africa,Africa,Western Sahara,Tanzania,0
Africa,Africa,Western Sahara,Uganda,0
Africa,Africa,Western Sahara,South Africa,0
Africa,Africa,Western Sahara,Zimbabwe,0
Africa,Africa,Ethiopia,Burundi,0
Africa,Africa,Ethiopia,Burkina Faso,0
Africa,Africa,Ethiopia,Central African Republic,0
Africa,Africa,Ethiopia,Ivory Coast,0
Africa,Africa,Ethiopia,Cameroon,0
Africa,Africa,Ethiopia,DR Congo,0
Africa,Africa,Ethiopia,Algeria,0
Africa,Africa,Ethiopia,Egypt,1085
Africa,Africa,Ethiopia,Eritrea,0
Africa,Africa,Ethiopia,Western Sahara,0
Africa,Africa,Ethiopia,Ethiopia,0
Africa,Africa,Ethiopia,Kenya,21229
Africa,Africa,Ethiopia,Morocco,0
Africa,Africa,Ethiopia,Mali,0
Africa,Africa,Ethiopia,Mozambique,0
Africa,Africa,Ethiopia,Mauritania,0
Africa,Africa,Ethiopia,Niger,0
Africa,Africa,Ethiopia,Nigeria,0
Africa,Africa,Ethiopia,other Africa,0
Africa,Africa,Ethiopia,Rwanda,0
Africa,Africa,Ethiopia,Sudan,3194
Africa,Africa,Ethiopia,Somalia,2756
Africa,Africa,Ethiopia,South Sudan,4200
Africa,Africa,Ethiopia,Chad,0
Africa,Africa,Ethiopia,Tanzania,0
Africa,Africa,Ethiopia,Uganda,1495
Africa,Africa,Ethiopia,South Africa,20324
Africa,Africa,Ethiopia,Zimbabwe,0
Africa,Africa,Kenya,Burundi,0
Africa,Africa,Kenya,Burkina Faso,0
